filepath,source,label,duration_sec,sample_rate,channels,corrupt
data\raw\gary_stafford\real\gs_00233.wav,gary_stafford,real,6.82498866213152,44100,2,False
data\raw\gary_stafford\real\gs_00234.wav,gary_stafford,real,6.825011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00235.wav,gary_stafford,real,6.82498866213152,44100,2,False
data\raw\gary_stafford\real\gs_00236.wav,gary_stafford,real,6.825011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00237.wav,gary_stafford,real,6.825011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00238.wav,gary_stafford,real,6.825986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00239.wav,gary_stafford,real,7.1039909297052155,44100,2,False
data\raw\gary_stafford\real\gs_00240.wav,gary_stafford,real,7.104988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00241.wav,gary_stafford,real,7.105011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00242.wav,gary_stafford,real,7.1039909297052155,44100,2,False
data\raw\gary_stafford\real\gs_00243.wav,gary_stafford,real,7.105011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00244.wav,gary_stafford,real,7.104988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00245.wav,gary_stafford,real,7.105011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00246.wav,gary_stafford,real,7.104988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00247.wav,gary_stafford,real,7.104988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00248.wav,gary_stafford,real,7.105011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00249.wav,gary_stafford,real,7.1039909297052155,44100,2,False
data\raw\gary_stafford\real\gs_00250.wav,gary_stafford,real,7.104988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00251.wav,gary_stafford,real,7.105011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00252.wav,gary_stafford,real,6.794988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00253.wav,gary_stafford,real,6.79501133786848,44100,2,False
data\raw\gary_stafford\real\gs_00254.wav,gary_stafford,real,6.939002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00255.wav,gary_stafford,real,6.94,44100,2,False
data\raw\gary_stafford\real\gs_00256.wav,gary_stafford,real,6.939002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00257.wav,gary_stafford,real,6.939002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00258.wav,gary_stafford,real,6.939002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00259.wav,gary_stafford,real,6.94,44100,2,False
data\raw\gary_stafford\real\gs_00260.wav,gary_stafford,real,6.287981859410431,44100,2,False
data\raw\gary_stafford\real\gs_00261.wav,gary_stafford,real,6.2890022675736965,44100,2,False
data\raw\gary_stafford\real\gs_00262.wav,gary_stafford,real,6.2890022675736965,44100,2,False
data\raw\gary_stafford\real\gs_00263.wav,gary_stafford,real,6.588979591836734,44100,2,False
data\raw\gary_stafford\real\gs_00264.wav,gary_stafford,real,6.589002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00265.wav,gary_stafford,real,6.589002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00266.wav,gary_stafford,real,6.8979818594104305,44100,2,False
data\raw\gary_stafford\real\gs_00267.wav,gary_stafford,real,6.898004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00268.wav,gary_stafford,real,6.9570068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00269.wav,gary_stafford,real,6.487981859410431,44100,2,False
data\raw\gary_stafford\real\gs_00270.wav,gary_stafford,real,6.489002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00271.wav,gary_stafford,real,6.488004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00272.wav,gary_stafford,real,2.679002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00273.wav,gary_stafford,real,3.0260090702947844,44100,2,False
data\raw\gary_stafford\real\gs_00274.wav,gary_stafford,real,3.05,44100,2,False
data\raw\gary_stafford\real\gs_00275.wav,gary_stafford,real,8.161995464852607,44100,2,False
data\raw\gary_stafford\real\gs_00276.wav,gary_stafford,real,6.3750113378684805,44100,2,False
data\raw\gary_stafford\real\gs_00277.wav,gary_stafford,real,5.040997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00278.wav,gary_stafford,real,7.8520181405895695,44100,2,False
data\raw\gary_stafford\real\gs_00279.wav,gary_stafford,real,4.921995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00280.wav,gary_stafford,real,2.7990022675736963,44100,2,False
data\raw\gary_stafford\real\gs_00281.wav,gary_stafford,real,4.388004535147393,44100,2,False
data\raw\gary_stafford\real\gs_00282.wav,gary_stafford,real,6.629002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00283.wav,gary_stafford,real,6.629002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00284.wav,gary_stafford,real,6.598979591836735,44100,2,False
data\raw\gary_stafford\real\gs_00285.wav,gary_stafford,real,6.6,44100,2,False
data\raw\gary_stafford\real\gs_00286.wav,gary_stafford,real,6.595986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00287.wav,gary_stafford,real,6.596009070294785,44100,2,False
data\raw\gary_stafford\real\gs_00288.wav,gary_stafford,real,5.508979591836734,44100,2,False
data\raw\gary_stafford\real\gs_00289.wav,gary_stafford,real,5.072993197278912,44100,2,False
data\raw\gary_stafford\real\gs_00290.wav,gary_stafford,real,2.63,44100,2,False
data\raw\gary_stafford\real\gs_00291.wav,gary_stafford,real,4.439002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00292.wav,gary_stafford,real,4.36498866213152,44100,2,False
data\raw\gary_stafford\real\gs_00293.wav,gary_stafford,real,3.6770068027210883,44100,2,False
data\raw\gary_stafford\real\gs_00294.wav,gary_stafford,real,3.211995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00295.wav,gary_stafford,real,2.5249886621315194,44100,2,False
data\raw\gary_stafford\real\gs_00296.wav,gary_stafford,real,3.1710204081632654,44100,2,False
data\raw\gary_stafford\real\gs_00297.wav,gary_stafford,real,3.861995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00298.wav,gary_stafford,real,3.8110204081632655,44100,2,False
data\raw\gary_stafford\real\gs_00299.wav,gary_stafford,real,7.0790022675736965,44100,2,False
data\raw\gary_stafford\real\gs_00300.wav,gary_stafford,real,2.924013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00301.wav,gary_stafford,real,8.260997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00302.wav,gary_stafford,real,7.027006802721089,44100,2,False
data\raw\gary_stafford\real\gs_00303.wav,gary_stafford,real,9.371020408163265,44100,2,False
data\raw\gary_stafford\real\gs_00304.wav,gary_stafford,real,5.13,44100,2,False
data\raw\gary_stafford\real\gs_00305.wav,gary_stafford,real,4.969002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00306.wav,gary_stafford,real,3.3060090702947846,44100,2,False
data\raw\gary_stafford\real\gs_00307.wav,gary_stafford,real,3.5540136054421767,44100,2,False
data\raw\gary_stafford\real\gs_00308.wav,gary_stafford,real,7.296984126984127,44100,2,False
data\raw\gary_stafford\real\gs_00309.wav,gary_stafford,real,3.9870068027210883,44100,2,False
data\raw\gary_stafford\real\gs_00310.wav,gary_stafford,real,3.3580045351473924,44100,2,False
data\raw\gary_stafford\real\gs_00311.wav,gary_stafford,real,3.2380045351473923,44100,2,False
data\raw\gary_stafford\real\gs_00312.wav,gary_stafford,real,3.1929931972789114,44100,2,False
data\raw\gary_stafford\real\gs_00313.wav,gary_stafford,real,3.312018140589569,44100,2,False
data\raw\gary_stafford\real\gs_00314.wav,gary_stafford,real,5.735011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00315.wav,gary_stafford,real,6.943990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00316.wav,gary_stafford,real,5.637006802721088,44100,2,False
data\raw\gary_stafford\real\gs_00317.wav,gary_stafford,real,3.4070068027210882,44100,2,False
data\raw\gary_stafford\real\gs_00318.wav,gary_stafford,real,6.3579818594104305,44100,2,False
data\raw\gary_stafford\real\gs_00319.wav,gary_stafford,real,2.9350113378684806,44100,2,False
data\raw\gary_stafford\real\gs_00320.wav,gary_stafford,real,2.8909977324263036,44100,2,False
data\raw\gary_stafford\real\gs_00321.wav,gary_stafford,real,10.097006802721088,44100,2,False
data\raw\gary_stafford\real\gs_00322.wav,gary_stafford,real,7.96501133786848,44100,2,False
data\raw\gary_stafford\real\gs_00323.wav,gary_stafford,real,6.353015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00324.wav,gary_stafford,real,3.356984126984127,44100,2,False
data\raw\gary_stafford\real\gs_00325.wav,gary_stafford,real,3.098004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00326.wav,gary_stafford,real,4.151995464852607,44100,2,False
data\raw\gary_stafford\real\gs_00327.wav,gary_stafford,real,8.995011337868482,44100,2,False
data\raw\gary_stafford\real\gs_00328.wav,gary_stafford,real,2.5119954648526077,44100,2,False
data\raw\gary_stafford\real\gs_00329.wav,gary_stafford,real,3.4890022675736962,44100,2,False
data\raw\gary_stafford\real\gs_00330.wav,gary_stafford,real,6.316009070294784,44100,2,False
data\raw\gary_stafford\real\gs_00331.wav,gary_stafford,real,6.374013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00332.wav,gary_stafford,real,7.037981859410431,44100,2,False
data\raw\gary_stafford\real\gs_00333.wav,gary_stafford,real,3.419002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00334.wav,gary_stafford,real,5.260997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00335.wav,gary_stafford,real,10.169002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00336.wav,gary_stafford,real,3.545011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00337.wav,gary_stafford,real,4.511995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00338.wav,gary_stafford,real,2.6429931972789116,44100,2,False
data\raw\gary_stafford\real\gs_00339.wav,gary_stafford,real,2.6839909297052156,44100,2,False
data\raw\gary_stafford\real\gs_00340.wav,gary_stafford,real,5.847006802721088,44100,2,False
data\raw\gary_stafford\real\gs_00341.wav,gary_stafford,real,7.932993197278911,44100,2,False
data\raw\gary_stafford\real\gs_00342.wav,gary_stafford,real,3.75,44100,2,False
data\raw\gary_stafford\real\gs_00343.wav,gary_stafford,real,2.6809977324263037,44100,2,False
data\raw\gary_stafford\real\gs_00344.wav,gary_stafford,real,4.8349886621315195,44100,2,False
data\raw\gary_stafford\real\gs_00345.wav,gary_stafford,real,3.8859863945578232,44100,2,False
data\raw\gary_stafford\real\gs_00346.wav,gary_stafford,real,5.360997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00347.wav,gary_stafford,real,3.6329931972789113,44100,2,False
data\raw\gary_stafford\real\gs_00348.wav,gary_stafford,real,4.815986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00349.wav,gary_stafford,real,2.5719954648526078,44100,2,False
data\raw\gary_stafford\real\gs_00350.wav,gary_stafford,real,3.099002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00351.wav,gary_stafford,real,3.130997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00352.wav,gary_stafford,real,2.940997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00353.wav,gary_stafford,real,4.399002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00354.wav,gary_stafford,real,3.4950113378684806,44100,2,False
data\raw\gary_stafford\real\gs_00355.wav,gary_stafford,real,2.7429931972789117,44100,2,False
data\raw\gary_stafford\real\gs_00356.wav,gary_stafford,real,2.869002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00357.wav,gary_stafford,real,2.959002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00358.wav,gary_stafford,real,2.650997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00359.wav,gary_stafford,real,4.345986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00360.wav,gary_stafford,real,4.852993197278912,44100,2,False
data\raw\gary_stafford\real\gs_00361.wav,gary_stafford,real,4.5849886621315195,44100,2,False
data\raw\gary_stafford\real\gs_00362.wav,gary_stafford,real,2.9780045351473925,44100,2,False
data\raw\gary_stafford\real\gs_00363.wav,gary_stafford,real,3.383015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00364.wav,gary_stafford,real,2.501995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00365.wav,gary_stafford,real,4.748004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00366.wav,gary_stafford,real,3.170997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00367.wav,gary_stafford,real,3.5339909297052152,44100,2,False
data\raw\gary_stafford\real\gs_00368.wav,gary_stafford,real,2.921995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00369.wav,gary_stafford,real,4.658004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00370.wav,gary_stafford,real,8.577006802721089,44100,2,False
data\raw\gary_stafford\real\gs_00371.wav,gary_stafford,real,5.0429931972789115,44100,2,False
data\raw\gary_stafford\real\gs_00372.wav,gary_stafford,real,5.903015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00373.wav,gary_stafford,real,4.454013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00374.wav,gary_stafford,real,4.743990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00375.wav,gary_stafford,real,5.931995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00376.wav,gary_stafford,real,4.045986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00377.wav,gary_stafford,real,4.165986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00378.wav,gary_stafford,real,7.484013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00379.wav,gary_stafford,real,5.221995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00380.wav,gary_stafford,real,3.439002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00381.wav,gary_stafford,real,3.7739909297052154,44100,2,False
data\raw\gary_stafford\real\gs_00382.wav,gary_stafford,real,6.842993197278911,44100,2,False
data\raw\gary_stafford\real\gs_00383.wav,gary_stafford,real,4.078004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00384.wav,gary_stafford,real,4.189002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00385.wav,gary_stafford,real,4.208004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00386.wav,gary_stafford,real,4.675986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00387.wav,gary_stafford,real,4.149002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00388.wav,gary_stafford,real,5.013990929705216,44100,2,False
data\raw\gary_stafford\real\gs_00389.wav,gary_stafford,real,2.68,44100,2,False
data\raw\gary_stafford\real\gs_00390.wav,gary_stafford,real,2.8739909297052155,44100,2,False
data\raw\gary_stafford\real\gs_00391.wav,gary_stafford,real,7.17501133786848,44100,2,False
data\raw\gary_stafford\real\gs_00392.wav,gary_stafford,real,2.829002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00393.wav,gary_stafford,real,12.526009070294785,44100,2,False
data\raw\gary_stafford\real\gs_00394.wav,gary_stafford,real,3.2190022675736962,44100,2,False
data\raw\gary_stafford\real\gs_00395.wav,gary_stafford,real,7.848004535147393,44100,2,False
data\raw\gary_stafford\real\gs_00396.wav,gary_stafford,real,5.153015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00397.wav,gary_stafford,real,8.907006802721089,44100,2,False
data\raw\gary_stafford\real\gs_00398.wav,gary_stafford,real,3.45,44100,2,False
data\raw\gary_stafford\real\gs_00399.wav,gary_stafford,real,5.581995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00400.wav,gary_stafford,real,3.1549886621315193,44100,2,False
data\raw\gary_stafford\real\gs_00401.wav,gary_stafford,real,4.182993197278911,44100,2,False
data\raw\gary_stafford\real\gs_00402.wav,gary_stafford,real,7.226009070294785,44100,2,False
data\raw\gary_stafford\real\gs_00403.wav,gary_stafford,real,7.5390022675736965,44100,2,False
data\raw\gary_stafford\real\gs_00404.wav,gary_stafford,real,6.759002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00405.wav,gary_stafford,real,3.1650113378684805,44100,2,False
data\raw\gary_stafford\real\gs_00406.wav,gary_stafford,real,2.6609977324263037,44100,2,False
data\raw\gary_stafford\real\gs_00407.wav,gary_stafford,real,2.7470068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00408.wav,gary_stafford,real,7.986984126984127,44100,2,False
data\raw\gary_stafford\real\gs_00409.wav,gary_stafford,real,9.113990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00410.wav,gary_stafford,real,7.382993197278911,44100,2,False
data\raw\gary_stafford\real\gs_00411.wav,gary_stafford,real,9.261995464852607,44100,2,False
data\raw\gary_stafford\real\gs_00412.wav,gary_stafford,real,2.790997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00413.wav,gary_stafford,real,4.398004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00414.wav,gary_stafford,real,7.196009070294784,44100,2,False
data\raw\gary_stafford\real\gs_00415.wav,gary_stafford,real,3.5309977324263038,44100,2,False
data\raw\gary_stafford\real\gs_00416.wav,gary_stafford,real,6.451995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00417.wav,gary_stafford,real,4.18,44100,2,False
data\raw\gary_stafford\real\gs_00418.wav,gary_stafford,real,4.048004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00419.wav,gary_stafford,real,3.060997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00420.wav,gary_stafford,real,2.770997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00421.wav,gary_stafford,real,5.169002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00422.wav,gary_stafford,real,9.951995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00423.wav,gary_stafford,real,5.234013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00424.wav,gary_stafford,real,4.4819954648526075,44100,2,False
data\raw\gary_stafford\real\gs_00425.wav,gary_stafford,real,3.8219954648526078,44100,2,False
data\raw\gary_stafford\real\gs_00426.wav,gary_stafford,real,2.76,44100,2,False
data\raw\gary_stafford\real\gs_00427.wav,gary_stafford,real,3.244988662131519,44100,2,False
data\raw\gary_stafford\real\gs_00428.wav,gary_stafford,real,4.602993197278912,44100,2,False
data\raw\gary_stafford\real\gs_00429.wav,gary_stafford,real,3.0239909297052154,44100,2,False
data\raw\gary_stafford\real\gs_00430.wav,gary_stafford,real,2.5419954648526075,44100,2,False
data\raw\gary_stafford\real\gs_00431.wav,gary_stafford,real,9.45501133786848,44100,2,False
data\raw\gary_stafford\real\gs_00432.wav,gary_stafford,real,2.9560090702947845,44100,2,False
data\raw\gary_stafford\real\gs_00433.wav,gary_stafford,real,5.919002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00434.wav,gary_stafford,real,2.7790022675736963,44100,2,False
data\raw\gary_stafford\real\gs_00435.wav,gary_stafford,real,3.4420181405895693,44100,2,False
data\raw\gary_stafford\real\gs_00436.wav,gary_stafford,real,2.6520181405895693,44100,2,False
data\raw\gary_stafford\real\gs_00437.wav,gary_stafford,real,4.036009070294784,44100,2,False
data\raw\gary_stafford\real\gs_00438.wav,gary_stafford,real,8.820997732426305,44100,2,False
data\raw\gary_stafford\real\gs_00439.wav,gary_stafford,real,2.600997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00440.wav,gary_stafford,real,2.610997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00441.wav,gary_stafford,real,3.268004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00442.wav,gary_stafford,real,3.4829931972789114,44100,2,False
data\raw\gary_stafford\real\gs_00443.wav,gary_stafford,real,7.421995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00444.wav,gary_stafford,real,7.421995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00445.wav,gary_stafford,real,5.5219954648526075,44100,2,False
data\raw\gary_stafford\real\gs_00446.wav,gary_stafford,real,5.8329931972789115,44100,2,False
data\raw\gary_stafford\real\gs_00447.wav,gary_stafford,real,5.8329931972789115,44100,2,False
data\raw\gary_stafford\real\gs_00448.wav,gary_stafford,real,5.121995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00449.wav,gary_stafford,real,5.257006802721088,44100,2,False
data\raw\gary_stafford\real\gs_00450.wav,gary_stafford,real,4.803015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00451.wav,gary_stafford,real,3.5560090702947846,44100,2,False
data\raw\gary_stafford\real\gs_00452.wav,gary_stafford,real,3.24,44100,2,False
data\raw\gary_stafford\real\gs_00453.wav,gary_stafford,real,5.256009070294785,44100,2,False
data\raw\gary_stafford\real\gs_00454.wav,gary_stafford,real,2.88,44100,2,False
data\raw\gary_stafford\real\gs_00455.wav,gary_stafford,real,4.648004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00456.wav,gary_stafford,real,2.5049886621315194,44100,2,False
data\raw\gary_stafford\real\gs_00457.wav,gary_stafford,real,5.102993197278912,44100,2,False
data\raw\gary_stafford\real\gs_00458.wav,gary_stafford,real,5.753990929705216,44100,2,False
data\raw\gary_stafford\real\gs_00459.wav,gary_stafford,real,2.7209977324263037,44100,2,False
data\raw\gary_stafford\real\gs_00460.wav,gary_stafford,real,8.565986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00461.wav,gary_stafford,real,3.2860090702947846,44100,2,False
data\raw\gary_stafford\real\gs_00462.wav,gary_stafford,real,6.269002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00463.wav,gary_stafford,real,4.841995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00464.wav,gary_stafford,real,3.578004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00465.wav,gary_stafford,real,5.115011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00466.wav,gary_stafford,real,2.6280045351473924,44100,2,False
data\raw\gary_stafford\real\gs_00467.wav,gary_stafford,real,4.4990022675736965,44100,2,False
data\raw\gary_stafford\real\gs_00468.wav,gary_stafford,real,3.848004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00469.wav,gary_stafford,real,5.543990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00470.wav,gary_stafford,real,2.833015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00471.wav,gary_stafford,real,3.050997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00472.wav,gary_stafford,real,5.5240136054421765,44100,2,False
data\raw\gary_stafford\real\gs_00473.wav,gary_stafford,real,2.752018140589569,44100,2,False
data\raw\gary_stafford\real\gs_00474.wav,gary_stafford,real,4.728979591836735,44100,2,False
data\raw\gary_stafford\real\gs_00475.wav,gary_stafford,real,6.480997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00476.wav,gary_stafford,real,3.4690022675736962,44100,2,False
data\raw\gary_stafford\real\gs_00477.wav,gary_stafford,real,2.888004535147392,44100,2,False
data\raw\gary_stafford\real\gs_00478.wav,gary_stafford,real,3.580997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00479.wav,gary_stafford,real,3.3570068027210884,44100,2,False
data\raw\gary_stafford\real\gs_00480.wav,gary_stafford,real,5.156009070294784,44100,2,False
data\raw\gary_stafford\real\gs_00481.wav,gary_stafford,real,2.679002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00482.wav,gary_stafford,real,8.907006802721089,44100,2,False
data\raw\gary_stafford\real\gs_00483.wav,gary_stafford,real,2.78,44100,2,False
data\raw\gary_stafford\real\gs_00484.wav,gary_stafford,real,4.451995464852608,44100,2,False
data\raw\gary_stafford\real\gs_00485.wav,gary_stafford,real,6.573990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00486.wav,gary_stafford,real,3.3869841269841268,44100,2,False
data\raw\gary_stafford\real\gs_00487.wav,gary_stafford,real,3.2180045351473923,44100,2,False
data\raw\gary_stafford\real\gs_00488.wav,gary_stafford,real,4.270997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00489.wav,gary_stafford,real,3.0090022675736963,44100,2,False
data\raw\gary_stafford\real\gs_00490.wav,gary_stafford,real,3.2470068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00491.wav,gary_stafford,real,3.03,44100,2,False
data\raw\gary_stafford\real\gs_00492.wav,gary_stafford,real,3.295011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00493.wav,gary_stafford,real,4.483990929705215,44100,2,False
data\raw\gary_stafford\real\gs_00494.wav,gary_stafford,real,3.696984126984127,44100,2,False
data\raw\gary_stafford\real\gs_00495.wav,gary_stafford,real,3.495986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00496.wav,gary_stafford,real,4.569002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00497.wav,gary_stafford,real,3.38,44100,2,False
data\raw\gary_stafford\real\gs_00498.wav,gary_stafford,real,3.3970068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00499.wav,gary_stafford,real,2.7850113378684807,44100,2,False
data\raw\gary_stafford\real\gs_00500.wav,gary_stafford,real,5.680997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00501.wav,gary_stafford,real,2.9690022675736962,44100,2,False
data\raw\gary_stafford\real\gs_00502.wav,gary_stafford,real,3.0290022675736963,44100,2,False
data\raw\gary_stafford\real\gs_00503.wav,gary_stafford,real,2.71,44100,2,False
data\raw\gary_stafford\real\gs_00504.wav,gary_stafford,real,2.880997732426304,44100,2,False
data\raw\gary_stafford\real\gs_00505.wav,gary_stafford,real,2.7470068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00506.wav,gary_stafford,real,2.9070068027210882,44100,2,False
data\raw\gary_stafford\real\gs_00507.wav,gary_stafford,real,3.7409977324263037,44100,2,False
data\raw\gary_stafford\real\gs_00508.wav,gary_stafford,real,4.213990929705216,44100,2,False
data\raw\gary_stafford\real\gs_00509.wav,gary_stafford,real,2.5570068027210886,44100,2,False
data\raw\gary_stafford\real\gs_00510.wav,gary_stafford,real,7.125986394557823,44100,2,False
data\raw\gary_stafford\real\gs_00511.wav,gary_stafford,real,3.5950113378684807,44100,2,False
data\raw\gary_stafford\real\gs_00512.wav,gary_stafford,real,4.269002267573696,44100,2,False
data\raw\gary_stafford\real\gs_00513.wav,gary_stafford,real,3.355011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00514.wav,gary_stafford,real,4.782993197278912,44100,2,False
data\raw\gary_stafford\real\gs_00515.wav,gary_stafford,real,3.2929931972789115,44100,2,False
data\raw\gary_stafford\real\gs_00516.wav,gary_stafford,real,3.713015873015873,44100,2,False
data\raw\gary_stafford\real\gs_00517.wav,gary_stafford,real,3.5529931972789117,44100,2,False
data\raw\gary_stafford\real\gs_00518.wav,gary_stafford,real,5.095011337868481,44100,2,False
data\raw\gary_stafford\real\gs_00519.wav,gary_stafford,real,3.3370068027210884,44100,2,False
data\raw\gary_stafford\real\gs_00520.wav,gary_stafford,real,4.134013605442177,44100,2,False
data\raw\gary_stafford\real\gs_00521.wav,gary_stafford,real,4.558004535147393,44100,2,False
data\raw\gary_stafford\real\gs_00522.wav,gary_stafford,real,4.0009977324263035,44100,2,False
data\raw\gary_stafford\real\gs_00523.wav,gary_stafford,real,3.4319954648526076,44100,2,False
data\raw\gary_stafford\real\gs_00524.wav,gary_stafford,real,3.9370068027210885,44100,2,False
data\raw\gary_stafford\real\gs_00525.wav,gary_stafford,real,2.5290022675736963,44100,2,False
data\raw\gary_stafford\real\gs_00526.wav,gary_stafford,real,4.527006802721089,44100,2,False
data\raw\gary_stafford\real\gs_00527.wav,gary_stafford,real,4.512993197278911,44100,2,False
data\raw\gary_stafford\real\gs_00528.wav,gary_stafford,real,5.908004535147392,44100,2,False
