original_file,resampled_path,original_sample_rate,target_sample_rate,duration_sec
data\raw\gary_stafford\real\gs_00186.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00186.wav,16000,16000,3.1360625
data\raw\gary_stafford\real\gs_00187.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00187.wav,16000,16000,2.7870625
data\raw\gary_stafford\real\gs_00188.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00188.wav,16000,16000,3.515
data\raw\gary_stafford\real\gs_00189.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00189.wav,16000,16000,3.6260625
data\raw\gary_stafford\real\gs_00190.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00190.wav,16000,16000,3.612
data\raw\gary_stafford\real\gs_00191.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00191.wav,16000,16000,2.884
data\raw\gary_stafford\real\gs_00192.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00192.wav,16000,16000,5.4020625
data\raw\gary_stafford\real\gs_00193.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00193.wav,16000,16000,4.0470625
data\raw\gary_stafford\real\gs_00194.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00194.wav,16000,16000,2.651
data\raw\gary_stafford\real\gs_00195.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00195.wav,16000,16000,4.1430625
data\raw\gary_stafford\real\gs_00196.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00196.wav,16000,16000,3.751
data\raw\gary_stafford\real\gs_00197.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00197.wav,16000,16000,2.891
data\raw\gary_stafford\real\gs_00198.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00198.wav,16000,16000,6.825
data\raw\gary_stafford\real\gs_00199.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00199.wav,16000,16000,6.8260625
data\raw\gary_stafford\real\gs_00200.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00200.wav,16000,16000,6.825
data\raw\gary_stafford\real\gs_00201.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00201.wav,16000,16000,6.826
data\raw\gary_stafford\real\gs_00202.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00202.wav,16000,16000,7.104
data\raw\gary_stafford\real\gs_00203.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00203.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00204.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00204.wav,16000,16000,7.104
data\raw\gary_stafford\real\gs_00205.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00205.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00206.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00206.wav,16000,16000,7.1040625
data\raw\gary_stafford\real\gs_00207.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00207.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00208.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00208.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00209.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00209.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00210.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00210.wav,16000,16000,7.1040625
data\raw\gary_stafford\real\gs_00211.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00211.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00212.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00212.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00213.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00213.wav,16000,16000,6.8
data\raw\gary_stafford\real\gs_00214.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00214.wav,16000,16000,6.94
data\raw\gary_stafford\real\gs_00215.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00215.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00216.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00216.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00217.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00217.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00218.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00218.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00219.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00219.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00220.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00220.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00221.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00221.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00222.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00222.wav,16000,16000,6.941
data\raw\gary_stafford\real\gs_00223.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00223.wav,16000,16000,6.29
data\raw\gary_stafford\real\gs_00224.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00224.wav,16000,16000,6.291
data\raw\gary_stafford\real\gs_00225.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00225.wav,16000,16000,6.291
data\raw\gary_stafford\real\gs_00226.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00226.wav,16000,16000,6.589
data\raw\gary_stafford\real\gs_00227.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00227.wav,16000,16000,6.5890625
data\raw\gary_stafford\real\gs_00228.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00228.wav,16000,16000,6.5890625
data\raw\gary_stafford\real\gs_00229.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00229.wav,16000,16000,9.519
data\raw\gary_stafford\real\gs_00230.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00230.wav,16000,16000,8.4290625
data\raw\gary_stafford\real\gs_00231.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00231.wav,16000,16000,2.953
data\raw\gary_stafford\real\gs_00232.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00232.wav,16000,16000,5.014
data\raw\gary_stafford\real\gs_00233.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00233.wav,16000,16000,6.825
data\raw\gary_stafford\real\gs_00234.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00234.wav,16000,16000,6.8250625
data\raw\gary_stafford\real\gs_00235.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00235.wav,16000,16000,6.825
data\raw\gary_stafford\real\gs_00236.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00236.wav,16000,16000,6.8250625
data\raw\gary_stafford\real\gs_00237.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00237.wav,16000,16000,6.8250625
data\raw\gary_stafford\real\gs_00238.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00238.wav,16000,16000,6.826
data\raw\gary_stafford\real\gs_00239.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00239.wav,16000,16000,7.104
data\raw\gary_stafford\real\gs_00240.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00240.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00241.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00241.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00242.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00242.wav,16000,16000,7.104
data\raw\gary_stafford\real\gs_00243.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00243.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00244.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00244.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00245.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00245.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00246.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00246.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00247.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00247.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00248.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00248.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00249.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00249.wav,16000,16000,7.104
data\raw\gary_stafford\real\gs_00250.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00250.wav,16000,16000,7.105
data\raw\gary_stafford\real\gs_00251.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00251.wav,16000,16000,7.1050625
data\raw\gary_stafford\real\gs_00252.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00252.wav,16000,16000,6.795
data\raw\gary_stafford\real\gs_00253.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00253.wav,16000,16000,6.7950625
data\raw\gary_stafford\real\gs_00254.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00254.wav,16000,16000,6.9390625
data\raw\gary_stafford\real\gs_00255.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00255.wav,16000,16000,6.94
data\raw\gary_stafford\real\gs_00256.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00256.wav,16000,16000,6.9390625
data\raw\gary_stafford\real\gs_00257.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00257.wav,16000,16000,6.9390625
data\raw\gary_stafford\real\gs_00258.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00258.wav,16000,16000,6.9390625
data\raw\gary_stafford\real\gs_00259.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00259.wav,16000,16000,6.94
data\raw\gary_stafford\real\gs_00260.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00260.wav,16000,16000,6.288
data\raw\gary_stafford\real\gs_00261.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00261.wav,16000,16000,6.2890625
data\raw\gary_stafford\real\gs_00262.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00262.wav,16000,16000,6.2890625
data\raw\gary_stafford\real\gs_00263.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00263.wav,16000,16000,6.589
data\raw\gary_stafford\real\gs_00264.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00264.wav,16000,16000,6.5890625
data\raw\gary_stafford\real\gs_00265.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00265.wav,16000,16000,6.5890625
data\raw\gary_stafford\real\gs_00266.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00266.wav,16000,16000,6.898
data\raw\gary_stafford\real\gs_00267.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00267.wav,16000,16000,6.8980625
data\raw\gary_stafford\real\gs_00268.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00268.wav,16000,16000,6.9570625
data\raw\gary_stafford\real\gs_00269.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00269.wav,16000,16000,6.488
data\raw\gary_stafford\real\gs_00270.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00270.wav,16000,16000,6.4890625
data\raw\gary_stafford\real\gs_00271.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00271.wav,16000,16000,6.4880625
data\raw\gary_stafford\real\gs_00272.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00272.wav,16000,16000,2.6790625
data\raw\gary_stafford\real\gs_00273.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00273.wav,16000,16000,3.0260625
data\raw\gary_stafford\real\gs_00274.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00274.wav,16000,16000,3.05
data\raw\gary_stafford\real\gs_00275.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00275.wav,16000,16000,8.162
data\raw\gary_stafford\real\gs_00276.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00276.wav,16000,16000,6.3750625
data\raw\gary_stafford\real\gs_00277.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00277.wav,16000,16000,5.041
data\raw\gary_stafford\real\gs_00278.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00278.wav,16000,16000,7.8520625
data\raw\gary_stafford\real\gs_00279.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00279.wav,16000,16000,4.922
data\raw\gary_stafford\real\gs_00280.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00280.wav,16000,16000,2.7990625
data\raw\gary_stafford\real\gs_00281.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00281.wav,16000,16000,4.3880625
data\raw\gary_stafford\real\gs_00282.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00282.wav,16000,16000,6.6290625
data\raw\gary_stafford\real\gs_00283.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00283.wav,16000,16000,6.6290625
data\raw\gary_stafford\real\gs_00284.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00284.wav,16000,16000,6.599
data\raw\gary_stafford\real\gs_00285.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00285.wav,16000,16000,6.6
data\raw\gary_stafford\real\gs_00286.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00286.wav,16000,16000,6.596
data\raw\gary_stafford\real\gs_00287.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00287.wav,16000,16000,6.5960625
data\raw\gary_stafford\real\gs_00288.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00288.wav,16000,16000,5.509
data\raw\gary_stafford\real\gs_00289.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00289.wav,16000,16000,5.073
data\raw\gary_stafford\real\gs_00290.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00290.wav,16000,16000,2.63
data\raw\gary_stafford\real\gs_00291.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00291.wav,16000,16000,4.4390625
data\raw\gary_stafford\real\gs_00292.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00292.wav,16000,16000,4.365
data\raw\gary_stafford\real\gs_00293.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00293.wav,16000,16000,3.6770625
data\raw\gary_stafford\real\gs_00294.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00294.wav,16000,16000,3.212
data\raw\gary_stafford\real\gs_00295.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00295.wav,16000,16000,2.525
data\raw\gary_stafford\real\gs_00296.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00296.wav,16000,16000,3.1710625
data\raw\gary_stafford\real\gs_00297.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00297.wav,16000,16000,3.862
data\raw\gary_stafford\real\gs_00298.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00298.wav,16000,16000,3.8110625
data\raw\gary_stafford\real\gs_00299.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00299.wav,16000,16000,7.0790625
data\raw\gary_stafford\real\gs_00300.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00300.wav,16000,16000,2.9240625
data\raw\gary_stafford\real\gs_00301.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00301.wav,16000,16000,8.261
data\raw\gary_stafford\real\gs_00302.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00302.wav,16000,16000,7.0270625
data\raw\gary_stafford\real\gs_00303.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00303.wav,16000,16000,9.3710625
data\raw\gary_stafford\real\gs_00304.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00304.wav,16000,16000,5.13
data\raw\gary_stafford\real\gs_00305.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00305.wav,16000,16000,4.9690625
data\raw\gary_stafford\real\gs_00306.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00306.wav,16000,16000,3.3060625
data\raw\gary_stafford\real\gs_00307.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00307.wav,16000,16000,3.5540625
data\raw\gary_stafford\real\gs_00308.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00308.wav,16000,16000,7.297
data\raw\gary_stafford\real\gs_00309.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00309.wav,16000,16000,3.9870625
data\raw\gary_stafford\real\gs_00310.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00310.wav,16000,16000,3.3580625
data\raw\gary_stafford\real\gs_00311.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00311.wav,16000,16000,3.2380625
data\raw\gary_stafford\real\gs_00312.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00312.wav,16000,16000,3.193
data\raw\gary_stafford\real\gs_00313.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00313.wav,16000,16000,3.3120625
data\raw\gary_stafford\real\gs_00314.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00314.wav,16000,16000,5.7350625
data\raw\gary_stafford\real\gs_00315.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00315.wav,16000,16000,6.944
data\raw\gary_stafford\real\gs_00316.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00316.wav,16000,16000,5.6370625
data\raw\gary_stafford\real\gs_00317.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00317.wav,16000,16000,3.4070625
data\raw\gary_stafford\real\gs_00318.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00318.wav,16000,16000,6.358
data\raw\gary_stafford\real\gs_00319.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00319.wav,16000,16000,2.9350625
data\raw\gary_stafford\real\gs_00320.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00320.wav,16000,16000,2.891
data\raw\gary_stafford\real\gs_00321.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00321.wav,16000,16000,10.0970625
data\raw\gary_stafford\real\gs_00322.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00322.wav,16000,16000,7.9650625
data\raw\gary_stafford\real\gs_00323.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00323.wav,16000,16000,6.3530625
data\raw\gary_stafford\real\gs_00324.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00324.wav,16000,16000,3.357
data\raw\gary_stafford\real\gs_00325.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00325.wav,16000,16000,3.0980625
data\raw\gary_stafford\real\gs_00326.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00326.wav,16000,16000,4.152
data\raw\gary_stafford\real\gs_00327.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00327.wav,16000,16000,8.9950625
data\raw\gary_stafford\real\gs_00328.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00328.wav,16000,16000,2.512
data\raw\gary_stafford\real\gs_00329.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00329.wav,16000,16000,3.4890625
data\raw\gary_stafford\real\gs_00330.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00330.wav,16000,16000,6.3160625
data\raw\gary_stafford\real\gs_00331.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00331.wav,16000,16000,6.3740625
data\raw\gary_stafford\real\gs_00332.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00332.wav,16000,16000,7.038
data\raw\gary_stafford\real\gs_00333.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00333.wav,16000,16000,3.4190625
data\raw\gary_stafford\real\gs_00334.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00334.wav,16000,16000,5.261
data\raw\gary_stafford\real\gs_00335.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00335.wav,16000,16000,10.1690625
data\raw\gary_stafford\real\gs_00336.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00336.wav,16000,16000,3.5450625
data\raw\gary_stafford\real\gs_00337.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00337.wav,16000,16000,4.512
data\raw\gary_stafford\real\gs_00338.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00338.wav,16000,16000,2.643
data\raw\gary_stafford\real\gs_00339.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00339.wav,16000,16000,2.684
data\raw\gary_stafford\real\gs_00340.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00340.wav,16000,16000,5.8470625
data\raw\gary_stafford\real\gs_00341.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00341.wav,16000,16000,7.933
data\raw\gary_stafford\real\gs_00342.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00342.wav,16000,16000,3.75
data\raw\gary_stafford\real\gs_00343.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00343.wav,16000,16000,2.681
data\raw\gary_stafford\real\gs_00344.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00344.wav,16000,16000,4.835
data\raw\gary_stafford\real\gs_00345.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00345.wav,16000,16000,3.886
data\raw\gary_stafford\real\gs_00346.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00346.wav,16000,16000,5.361
data\raw\gary_stafford\real\gs_00347.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00347.wav,16000,16000,3.633
data\raw\gary_stafford\real\gs_00348.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00348.wav,16000,16000,4.816
data\raw\gary_stafford\real\gs_00349.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00349.wav,16000,16000,2.572
data\raw\gary_stafford\real\gs_00350.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00350.wav,16000,16000,3.0990625
data\raw\gary_stafford\real\gs_00351.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00351.wav,16000,16000,3.131
data\raw\gary_stafford\real\gs_00352.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00352.wav,16000,16000,2.941
data\raw\gary_stafford\real\gs_00353.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00353.wav,16000,16000,4.3990625
data\raw\gary_stafford\real\gs_00354.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00354.wav,16000,16000,3.4950625
data\raw\gary_stafford\real\gs_00355.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00355.wav,16000,16000,2.743
data\raw\gary_stafford\real\gs_00356.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00356.wav,16000,16000,2.8690625
data\raw\gary_stafford\real\gs_00357.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00357.wav,16000,16000,2.9590625
data\raw\gary_stafford\real\gs_00358.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00358.wav,16000,16000,2.651
data\raw\gary_stafford\real\gs_00359.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00359.wav,16000,16000,4.346
data\raw\gary_stafford\real\gs_00360.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00360.wav,16000,16000,4.853
data\raw\gary_stafford\real\gs_00361.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00361.wav,16000,16000,4.585
data\raw\gary_stafford\real\gs_00362.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00362.wav,16000,16000,2.9780625
data\raw\gary_stafford\real\gs_00363.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00363.wav,16000,16000,3.3830625
data\raw\gary_stafford\real\gs_00364.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00364.wav,16000,16000,2.502
data\raw\gary_stafford\real\gs_00365.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00365.wav,16000,16000,4.7480625
data\raw\gary_stafford\real\gs_00366.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00366.wav,16000,16000,3.171
data\raw\gary_stafford\real\gs_00367.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00367.wav,16000,16000,3.534
data\raw\gary_stafford\real\gs_00368.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00368.wav,16000,16000,2.922
data\raw\gary_stafford\real\gs_00369.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00369.wav,16000,16000,4.6580625
data\raw\gary_stafford\real\gs_00370.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00370.wav,16000,16000,8.5770625
data\raw\gary_stafford\real\gs_00371.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00371.wav,16000,16000,5.043
